0.32104,0.088169,0.44866,3.7293,0.97628,0.98858,0.048386,1
0.32195,0.088233,0.44989,3.7399,0.97609,0.98851,0.048721,1
0.3216,0.088099,0.44852,3.7449,0.97604,0.98841,0.048834,1
0.32154,0.087962,0.44766,3.7469,0.97598,0.9884,0.048963,1
0.32197,0.088211,0.44708,3.7374,0.97589,0.98835,0.049079,1
0.32052,0.087915,0.44618,3.7305,0.97581,0.98829,0.049231,1
0.31912,0.087521,0.44397,3.7126,0.97603,0.98832,0.048766,1
0.31949,0.086901,0.44346,3.7019,0.976,0.98827,0.048824,1
0.32009,0.087315,0.44351,3.7066,0.97595,0.98824,0.048995,1
0.32233,0.087374,0.443,3.6906,0.97607,0.98831,0.048757,1
0.32113,0.086193,0.44497,3.6736,0.97634,0.98844,0.048211,1
0.31591,0.08469,0.44527,3.6384,0.97676,0.9886,0.047346,1
0.33407,0.081678,0.39963,3.1533,0.96849,0.99256,0.065736,1
0.35515,0.088028,0.39652,3.1209,0.97028,0.99295,0.061809,1
0.34189,0.082566,0.39817,3.064,0.97064,0.99299,0.060885,1
0.34877,0.086319,0.39635,3.0155,0.97188,0.99329,0.058077,1
0.34013,0.07049,0.42114,3.4421,0.9691,0.9893,0.064141,1
0.34222,0.070182,0.42121,3.4356,0.96943,0.98946,0.063389,1
0.35014,0.071405,0.42213,3.4257,0.96896,0.98972,0.064219,1
0.33007,0.12004,0.37327,3.2705,0.96889,0.99322,0.063434,1
0.32899,0.12261,0.37282,3.2974,0.96873,0.9932,0.063802,1
0.32871,0.12127,0.37298,3.276,0.96877,0.9932,0.063788,1
0.32947,0.12192,0.37332,3.2971,0.96891,0.99323,0.063501,1
0.32937,0.12067,0.37387,3.2911,0.96868,0.99317,0.064001,1
0.3294,0.12117,0.37404,3.2944,0.9686,0.99315,0.064138,1
0.27706,0.1005,0.43858,3.3765,0.96942,0.98761,0.061686,1
0.27212,0.10152,0.43904,3.4169,0.96882,0.98766,0.062909,1
0.27601,0.10076,0.43533,3.4373,0.96925,0.98799,0.062053,1
0.28037,0.1011,0.43295,3.4922,0.96825,0.98795,0.064099,1
0.36664,0.10312,0.41308,4.8361,0.95159,0.98473,0.10346,1
0.37245,0.10354,0.4113,4.8329,0.95167,0.98503,0.1034,1
0.37458,0.1011,0.41273,4.8055,0.95189,0.98507,0.10285,1
0.37505,0.10214,0.41034,4.7979,0.95228,0.98522,0.10223,1
0.37975,0.10182,0.40959,4.7765,0.95273,0.98539,0.10127,1
0.37937,0.10227,0.40858,4.7673,0.95305,0.98563,0.10079,1
0.3828,0.10149,0.40844,4.7409,0.95297,0.98565,0.10086,1
0.38472,0.10061,0.40825,4.7177,0.95375,0.98587,0.099282,1
0.38446,0.097772,0.40948,4.6784,0.95407,0.98597,0.098237,1
0.38984,0.10182,0.41352,4.576,0.95602,0.98649,0.094396,1
0.38896,0.10307,0.41287,4.5744,0.95583,0.98646,0.094913,1
0.38949,0.10424,0.41137,4.5672,0.95578,0.98648,0.094961,1
0.39215,0.10394,0.41156,4.5628,0.95578,0.98652,0.094622,1
0.26718,0.086071,0.43417,2.9331,0.9715,0.99238,0.057752,1
0.3163,0.079788,0.38702,2.6748,0.97342,0.99343,0.054669,1
0.32496,0.070217,0.38974,2.6215,0.9724,0.9931,0.056692,1
0.32754,0.070678,0.38796,2.6121,0.9724,0.99309,0.056809,1
0.32498,0.070907,0.39079,2.6388,0.97155,0.99287,0.058481,1
0.3236,0.071174,0.38922,2.6225,0.97082,0.9927,0.060013,1
0.32068,0.071744,0.39099,2.6644,0.97036,0.99258,0.060876,1
0.32233,0.071935,0.39035,2.658,0.97071,0.99262,0.060268,1
0.32531,0.069587,0.38978,2.621,0.97076,0.9927,0.060121,1
0.32136,0.070081,0.39123,2.6399,0.97054,0.99254,0.060616,1
0.30345,0.11319,0.44051,3.562,0.96776,0.98756,0.066879,1
0.30169,0.11054,0.44341,3.5615,0.96782,0.98745,0.06671,1
0.30303,0.11143,0.44089,3.6105,0.96755,0.98732,0.066954,1
0.303,0.11173,0.44063,3.6116,0.96765,0.98735,0.066877,1
0.30242,0.1111,0.44124,3.64,0.96716,0.98716,0.06786,1
0.31357,0.075828,0.48457,1.8651,0.98382,0.99229,0.032914,1
0.31197,0.075252,0.48473,1.8496,0.98409,0.99237,0.032427,1
0.31289,0.075971,0.48214,1.854,0.98459,0.99274,0.031396,1
