107.59,2.9118,0.29319,0.0581,0.43127,0.14085,0.087724,0.94399,0.96133,0.9721,0.98266,0.17371,0.18292,7.2958,114.57,1
107.59,2.8709,0.28841,0.05882,0.43166,0.13676,0.084556,0.94413,0.96196,0.97296,0.98331,0.17433,0.18387,7.2104,114.54,1
114.6,3.8037,0.37555,0.05581,0.46147,0.21319,0.095911,0.91843,0.95307,0.91355,0.9613,0.2682,0.29308,9.2993,123.34,1
114.87,3.7768,0.37448,0.055168,0.46264,0.21195,0.093578,0.91871,0.95428,0.91246,0.96154,0.27096,0.29743,9.2278,123.54,1
114.91,3.7629,0.3785,0.054409,0.46262,0.21133,0.092642,0.91925,0.95481,0.91435,0.96262,0.27116,0.2974,9.1959,123.53,1
96.029,3.6282,0.39407,0.089491,0.38834,0.18638,0.13223,0.91521,0.93627,0.97644,0.98328,0.16898,0.17775,9.5321,105.33,1
96.511,3.474,0.38906,0.081704,0.38958,0.17022,0.11989,0.92307,0.94255,0.97826,0.98468,0.19614,0.20454,9.1305,105.38,1
96.716,3.3566,0.38774,0.082756,0.39043,0.14998,0.10818,0.93211,0.94814,0.98075,0.98611,0.21871,0.22526,8.8222,105.34,1
103.96,2.4809,0.33547,0.055333,0.41563,0.12944,0.06559,0.94447,0.96908,0.98093,0.99034,0.22619,0.23803,6.3257,109.73,1
103.65,2.4888,0.34648,0.059159,0.41457,0.12992,0.069826,0.94444,0.96787,0.98046,0.98951,0.22787,0.23961,6.3689,109.48,1
104.02,2.4982,0.34824,0.058168,0.41592,0.12999,0.072733,0.94434,0.96705,0.98031,0.989,0.22634,0.23775,6.397,109.87,1
101.42,2.6468,0.34203,0.05458,0.40452,0.13454,0.081512,0.94432,0.96401,0.97942,0.98753,0.20003,0.20888,6.7687,107.52,1
101.59,2.6042,0.33437,0.052388,0.40487,0.13425,0.080734,0.94505,0.96455,0.9793,0.98755,0.20249,0.21176,6.6595,107.59,1
101.97,2.575,0.3408,0.05536,0.40658,0.13285,0.079476,0.94581,0.9652,0.97946,0.9877,0.20483,0.21422,6.5837,107.93,1
103.5,2.6551,0.36047,0.065591,0.41401,0.12926,0.066329,0.94582,0.96987,0.98032,0.9899,0.21327,0.22628,6.8202,109.71,1
104.73,2.5905,0.37621,0.058964,0.41837,0.12128,0.059382,0.95008,0.97327,0.98132,0.99085,0.2214,0.23405,6.6457,110.69,1
106.38,2.7295,0.36216,0.053137,0.42456,0.13564,0.072366,0.94503,0.96722,0.97769,0.98809,0.19666,0.20906,6.9913,112.69,1
116.66,3.0002,0.32016,0.12926,0.48864,0.15442,0.10186,0.93702,0.9553,0.92346,0.94944,0.24649,0.26137,7.6436,123.74,1
101.16,2.8911,0.36871,0.097443,0.41091,0.1482,0.10328,0.93715,0.95719,0.97974,0.98588,0.14452,0.15761,7.3477,108.16,1
101.25,2.8958,0.37093,0.097404,0.41119,0.14796,0.10283,0.93724,0.95746,0.97992,0.98604,0.14387,0.15706,7.3604,108.24,1
108.72,4.7858,0.36291,0.1209,0.45243,0.26332,0.14209,0.90063,0.93874,0.94087,0.96808,0.13135,0.15103,12.247,119.77,1
120.12,1.927,0.29449,0.063439,0.48168,0.098868,0.075054,0.95827,0.96497,0.98754,0.99054,0.17201,0.1766,4.9756,124.95,1
120.31,1.9125,0.29622,0.063601,0.48242,0.098403,0.073462,0.95883,0.96572,0.98759,0.99073,0.17317,0.17771,4.9335,125.1,1
102.24,4.0123,0.38074,0.14812,0.42878,0.27878,0.11868,0.91866,0.94923,0.94577,0.97699,0.15952,0.17334,10.098,111.2,1
102.28,4.0162,0.38007,0.14898,0.42903,0.2792,0.11862,0.91831,0.94915,0.94561,0.97697,0.15872,0.17275,10.107,111.25,1
102.45,4.0131,0.3805,0.14841,0.42968,0.27781,0.11814,0.91848,0.94931,0.94565,0.97696,0.15906,0.17308,10.098,111.42,1
102.56,4.0224,0.38032,0.14743,0.43004,0.27935,0.1184,0.91827,0.94921,0.94525,0.97687,0.15901,0.17303,10.122,111.54,1
110.31,3.9696,0.34061,0.076683,0.44582,0.2174,0.11203,0.91722,0.94692,0.95581,0.97722,0.13586,0.15033,10.051,119.89,1
115.11,3.3912,0.2797,0.1237,0.47931,0.17525,0.10797,0.93231,0.95062,0.92551,0.95408,0.22647,0.2399,8.6687,123.32,1
115.14,3.3753,0.28029,0.12371,0.47948,0.17882,0.10962,0.93024,0.9496,0.92426,0.95355,0.22132,0.23579,8.6183,123.3,1
114.99,3.3459,0.28161,0.12405,0.47897,0.17806,0.10928,0.92999,0.94931,0.92399,0.95333,0.22287,0.23758,8.542,123.06,1
105.95,2.4013,0.38185,0.086749,0.42655,0.12399,0.08611,0.94512,0.95874,0.97908,0.98546,0.15477,0.16224,6.2818,112,1
106.01,2.4026,0.38013,0.085251,0.42671,0.12323,0.086623,0.94536,0.95853,0.97919,0.98536,0.15514,0.16241,6.2851,112.06,1
106.41,2.3735,0.37748,0.08159,0.42798,0.12121,0.084848,0.9463,0.95936,0.97924,0.98546,0.15694,0.1642,6.2043,112.37,1
106.48,2.3704,0.37541,0.080801,0.42815,0.12119,0.084376,0.94635,0.95961,0.9792,0.98551,0.1571,0.16452,6.1936,112.43,1
105.46,3.0117,0.29094,0.042618,0.42031,0.1551,0.1187,0.93918,0.94943,0.96982,0.9769,0.20538,0.21253,7.7292,112.79,1
105.22,3.0137,0.29046,0.042598,0.41933,0.15567,0.11934,0.93895,0.94911,0.96975,0.9768,0.20533,0.21241,7.7379,112.55,1
104.87,3.0372,0.28831,0.0453,0.41822,0.15792,0.12126,0.93796,0.9483,0.96952,0.97659,0.20353,0.21067,7.8021,112.29,1
